标号,发行人,X1,X2,X3,X4,X5,X6,X7,,,,,,
0,河北建投能源投资股份有限公司,6,4,6,5,4,10,3,,,,,,
0,重庆宗申动力机械股份有限公司,5,4,10,8,8,7,4,,,,,,
0,上海金桥出口加工区开发股份有限公司,3,4,3,6,3,6,6,,,,,,
0,山东南山铝业股份有限公司,5,4,6,10,4,6,5,,,,,,
0,厦门信达股份有限公司,6,4,6,7,3,6,7,,,,,,
0,上海中城联盟投资管理股份有限公司,8,4,7,4,5,8,6,,,,,,
0,中国康富国际租赁股份有限公司,7,4,3,10,3,10,3,,,,,,
0,宁波港股份有限公司,6,4,9,9,7,4,5,,,,,,
0,华新水泥股份有限公司,3,5,6,4,7,3,9,,,,,,
0,钱江水利开发股份有限公司,2,5,3,3,3,5,8,,,,,,
0,中建西部建设股份有限公司,4,6,10,7,9,4,6,,,,,,
0,华工科技产业股份有限公司,6,4,5,6,4,6,5,,,,,,
0,福建东百集团股份有限公司,9,4,4,7,3,3,8,,,,,,
0,北京四方继保自动化股份有限公司,2,4,3,5,5,2,4,,,,,,
0,乐普(北京)医疗器械股份有限公司,7,5,3,3,4,2,5,,,,,,
0,山东黄金矿业股份有限公司,2,4,5,8,9,8,7,,,,,,
0,孚日集团股份有限公司,9,4,5,5,4,5,3,,,,,,
0,浙江仙琚制药股份有限公司,6,7,4,6,3,3,2,,,,,,
0,四川雅化实业集团股份有限公司,1,5,9,9,6,3,5,,,,,,
0,深圳市燃气集团股份有限公司,5,4,5,3,7,2,5,,,,,,
0,澳柯玛股份有限公司,9,4,6,10,3,5,8,,,,,,
0,吉视传媒股份有限公司,1,4,5,6,6,1,4,,,,,,
0,四川成渝高速公路股份有限公司,10,4,9,7,10,8,7,,,,,,
0,奥瑞金包装股份有限公司,5,4,9,7,6,7,4,,,,,,
0,棕榈生态城镇发展股份有限公司,3,4,8,3,7,2,10,,,,,,
0,泛海控股股份有限公司,10,9,4,6,4,1,6,,,,,,
0,天地源股份有限公司,9,10,3,8,6,9,9,,,,,,
0,四川蓝光发展股份有限公司,10,7,3,3,3,1,5,,,,,,
0,安泰科技股份有限公司,2,4,9,8,7,2,6,,,,,,
0,许继电气股份有限公司,2,4,10,9,10,7,6,,,,,,
0,江西万年青水泥股份有限公司,9,4,5,4,3,2,9,,,,,,
0,湖南黄金股份有限公司,3,4,9,9,6,7,9,,,,,,
0,奥飞娱乐股份有限公司,2,5,3,5,4,3,4,,,,,,
0,江苏中超控股股份有限公司,8,5,5,5,4,1,9,,,,,,
0,北京金一文化发展股份有限公司,8,4,4,3,3,4,5,,,,,,
0,甘肃电投能源发展股份有限公司,4,4,3,9,3,10,10,,,,,,
0,阳光城集团股份有限公司,10,4,3,3,3,3,5,,,,,,
0,深圳天源迪科信息技术股份有限公司,8,4,5,6,5,4,7,,,,,,
0,中国铁建股份有限公司,6,5,5,3,5,1,5,,,,,,
0,广西桂冠电力股份有限公司,4,6,3,7,3,10,1,,,,,,
0,重庆水务集团股份有限公司,1,4,8,5,9,9,1,,,,,,
0,上海电气集团股份有限公司,1,4,8,9,5,3,5,,,,,,
0,江苏凤凰置业投资股份有限公司,1,10,3,3,3,6,10,,,,,,
0,内蒙古伊泰煤炭股份有限公司,1,4,7,8,3,6,10,,,,,,
0,北京北辰实业股份有限公司,1,9,3,3,3,6,8,,,,,,
0,昆药集团股份有限公司,5,4,4,5,4,3,1,,,,,,
0,北京信中利投资股份有限公司,7,6,8,6,9,10,,,,,,,
0,中安消股份有限公司,7,4,5,3,5,3,7,,,,,,
0,苏州普滤得净化股份有限公司,3,8,10,3,9,8,2,,,,,,
0,鑫苑(中国)置业有限公司,9,8,3,3,3,3,5,,,,,,
0,广州珠江实业开发股份有限公司,1,10,3,10,3,9,5,,,,,,
0,中国石油化工股份有限公司,6,5,9,9,9,6,3,,,,,,
0,中国中车股份有限公司,3,4,7,7,6,7,2,,,,,,
0,兖州煤业股份有限公司,3,4,8,6,9,6,9,,,,,,
0,巨石集团有限公司,9,4,8,8,5,1,2,,,,,,
0,四川科伦药业股份有限公司,5,4,9,7,8,5,9,,,,,,
0,江苏宏图高科技股份有限公司,9,5,6,6,4,6,6,,,,,,
0,北京顺鑫农业股份有限公司,6,4,3,5,3,9,5,,,,,,
0,上海复星医药(集团)股份有限公司,3,4,9,7,8,3,2,,,,,,
0,大唐国际发电股份有限公司,4,6,6,9,5,6,6,,,,,,
0,神州数码信息服务股份有限公司,2,4,6,8,5,3,5,,,,,,
0,浙江中国小商品城集团股份有限公司,7,9,3,3,3,6,3,,,,,,
0,北京首创股份有限公司,2,7,6,4,3,5,6,,,,,,
0,广西桂东电力股份有限公司,7,5,6,5,9,5,5,,,,,,
0,山东胜通集团股份有限公司,7,10,3,3,3,3,5,,,,,,
0,中国葛洲坝集团股份有限公司,8,5,7,5,6,2,8,,,,,,
0,中海油田服务股份有限公司,1,4,8,9,10,9,10,,,,,,
0,株洲时代新材料科技股份有限公司,1,4,9,4,7,4,2,,,,,,
0,辽宁成大股份有限公司,3,4,3,3,3,5,8,,,,,,
0,上海国际港务(集团)股份有限公司,3,4,5,6,6,2,2,,,,,,
0,TCL集团股份有限公司,8,4,6,6,6,3,7,,,,,,
0,天士力制药集团股份有限公司,5,4,5,6,4,2,3,,,,,,
0,江西赣粤高速公路股份有限公司,1,4,3,10,10,9,6,,,,,,
0,西部金属材料股份有限公司,4,4,7,7,7,4,10,,,,,,
0,海南矿业股份有限公司,5,6,5,3,7,9,10,,,,,,
0,深圳赤湾港航股份有限公司,1,4,7,7,7,7,1,,,,,,
0,江苏宁沪高速公路股份有限公司,8,6,5,9,8,8,6,,,,,,
0,河南有线电视网络集团有限公司,1,4,8,3,8,7,7,,,,,,
0,湖南机场股份有限公司,1,4,8,6,3,1,8,,,,,,
0,佛山市国星光电股份有限公司,3,5,6,3,8,4,4,,,,,,
0,海南海航基础设施投资集团股份有限公司,10,4,9,6,10,7,5,,,,,,
0,紫金矿业集团股份有限公司,1,6,6,7,5,5,8,,,,,,
0,广州市香雪制药股份有限公司,3,4,9,5,3,6,2,,,,,,
0,山东高速股份有限公司,6,4,8,10,7,6,1,,,,,,
0,美的集团股份有限公司,1,4,3,3,3,1,2,,,,,,
0,上海建工集团股份有限公司,7,7,5,6,5,1,6,,,,,,
0,北京空港科技园区股份有限公司,6,4,3,7,6,8,8,,,,,,
0,宏润建设集团股份有限公司,9,4,6,3,3,5,6,,,,,,
0,国电南京自动化股份有限公司,3,6,10,7,9,3,5,,,,,,
0,中百控股集团股份有限公司,3,4,3,4,3,5,9,,,,,,
0,广州汽车集团股份有限公司,4,4,8,10,9,6,1,,,,,,
0,华闻传媒投资集团股份有限公司,4,4,6,9,4,3,3,,,,,,
0,南京栖霞建设股份有限公司,2,8,3,6,3,6,3,,,,,,
0,中粮地产(集团)股份有限公司,9,4,4,4,5,2,7,,,,,,
0,信达地产股份有限公司,9,4,4,3,5,2,8,,,,,,
0,江苏维尔利环保科技股份有限公司,3,4,3,7,3,6,6,,,,,,
0,北京城建投资发展股份有限公司,7,4,3,10,7,7,5,,,,,,
0,王府井集团股份有限公司,6,6,4,3,3,8,3,,,,,,
0,北京巴士传媒股份有限公司,6,4,6,5,3,8,6,,,,,,
0,冠城大通股份有限公司,8,5,4,3,5,5,6,,,,,,
0,华电国际电力股份有限公司,4,4,5,10,4,8,2,,,,,,
0,大连港股份有限公司,6,6,8,7,7,7,6,,,,,,
0,中国中材国际工程股份有限公司,6,4,7,6,8,2,3,,,,,,
0,中国南玻集团股份有限公司,1,4,5,3,6,5,8,,,,,,
0,丽珠医药集团股份有限公司,2,4,6,9,5,2,1,,,,,,
0,喜临门家具股份有限公司,9,4,3,3,3,4,3,,,,,,
0,中材科技股份有限公司,6,8,7,9,7,8,6,,,,,,
0,海南航空股份有限公司,10,8,8,9,8,7,4,,,,,,
0,广东水电二局股份有限公司,2,4,9,4,7,4,7,,,,,,
0,洛阳栾川钼业集团股份有限公司,6,5,6,3,3,7,7,,,,,,
0,国家电投集团远达环保股份有限公司,4,4,10,9,10,3,3,,,,,,
0,中国天楹股份有限公司,6,4,3,6,3,8,8,,,,,,
0,中国神华能源股份有限公司,3,4,4,9,4,3,6,,,,,,
0,甘肃祁连山水泥集团股份有限公司,6,4,4,8,5,3,9,,,,,,
0,北京嘉寓门窗幕墙股份有限公司,3,5,3,3,3,1,8,,,,,,
0,欣旺达电子股份有限公司,7,4,3,4,3,8,2,,,,,,
0,东江环保股份有限公司,6,4,8,7,7,8,6,,,,,,
0,郴州市金贵银业股份有限公司,10,4,6,6,6,10,7,,,,,,
0,华域汽车系统股份有限公司,6,4,10,10,10,6,3,,,,,,
0,盛屯矿业集团股份有限公司,9,4,3,3,9,7,8,,,,,,
0,中铁铁龙集装箱物流股份有限公司,2,6,7,6,3,5,7,,,,,,
0,上海市北高新股份有限公司,10,4,8,9,6,9,4,,,,,,
0,老百姓大药房连锁股份有限公司,5,4,3,5,3,4,2,,,,,,
0,华谊兄弟传媒股份有限公司,3,6,3,7,6,6,4,,,,,,
0,中国石油天然气股份有限公司,1,4,9,10,8,6,7,,,,,,
0,北京金隅股份有限公司,8,4,5,5,5,2,7,,,,,,
0,安徽海螺水泥股份有限公司,2,5,5,7,7,5,6,,,,,,
0,中国国际贸易中心股份有限公司,6,6,6,7,3,1,2,,,,,,
0,宁夏建材集团股份有限公司,2,4,4,8,3,2,9,,,,,,
0,华能国际电力股份有限公司,2,6,5,10,3,5,2,,,,,,
0,中信国安信息产业股份有限公司,4,4,10,7,7,5,4,,,,,,
0,上海大屯能源股份有限公司,6,4,7,8,9,8,8,,,,,,
0,现代投资股份有限公司,6,10,3,5,10,8,5,,,,,,
0,中国中煤能源股份有限公司,6,6,8,10,8,1,10,,,,,,
0,天津红日药业股份有限公司,2,4,6,6,6,4,2,,,,,,
0,印纪娱乐传媒股份有限公司,1,4,3,3,3,6,1,,,,,,
0,上海世茂股份有限公司,7,8,4,5,6,6,4,,,,,,
0,中信重工机械股份有限公司,3,4,8,5,7,4,9,,,,,,
0,中飞租融资租赁有限公司,2,6,6,6,3,6,,,,,,,
0,营口港务股份有限公司,1,4,8,10,9,8,3,,,,,,
0,上海陆家嘴金融贸易区开发股份有限公司,6,4,5,5,3,7,5,,,,,,
0,浙江棒杰数码针织品股份有限公司,7,4,3,3,3,7,3,,,,,,
0,佛山华新包装股份有限公司,5,4,7,9,6,4,4,,,,,,
0,浙江盾安人工环境股份有限公司,7,9,4,8,5,3,8,,,,,,
0,芜湖海螺型材科技股份有限公司,2,4,5,4,6,2,3,,,,,,
0,昆明云内动力股份有限公司,4,4,4,6,4,6,6,,,,,,
0,大唐高鸿数据网络技术股份有限公司,2,4,5,4,3,5,5,,,,,,
0,福耀玻璃工业集团股份有限公司,1,4,5,8,4,2,1,,,,,,
0,华北制药股份有限公司,2,5,6,5,8,2,8,,,,,,
0,上海飞乐音响股份有限公司,2,4,7,4,6,5,5,,,,,,
0,深圳高速公路股份有限公司,10,6,6,6,9,9,6,,,,,,
0,上海医药集团股份有限公司,4,4,6,8,5,1,5,,,,,,
0,中国铝业股份有限公司,5,5,9,8,9,5,6,,,,,,
0,厦门港务发展股份有限公司,2,4,7,7,7,3,3,,,,,,
0,中国巨石股份有限公司,9,4,9,9,5,1,1,,,,,,
0,浙江众合科技股份有限公司,8,6,7,7,8,6,8,,,,,,
0,南京公用发展股份有限公司,3,4,5,7,4,1,5,,,,,,
0,重庆港九股份有限公司,5,4,8,8,6,6,7,,,,,,
0,泰禾集团股份有限公司,10,4,3,3,3,1,3,,,,,,
0,华东医药股份有限公司,4,4,3,5,3,1,4,,,,,,
0,中房地产股份有限公司,9,4,3,4,6,6,9,,,,,,
0,乐视网信息技术(北京)股份有限公司,1,6,9,10,8,1,7,,,,,,
0,鲁商置业股份有限公司,9,4,5,8,3,10,9,,,,,,
0,天津港股份有限公司,4,4,7,9,7,3,3,,,,,,
0,海洋石油工程股份有限公司,2,4,10,9,10,9,2,,,,,,
0,越秀交通基建有限公司,6,4,6,6,6,10,8,,,,,,
0,中储发展股份有限公司,4,6,5,3,3,6,3,,,,,,
0,北京三聚环保新材料股份有限公司,1,4,3,7,3,7,1,,,,,,
0,上海莱士血液制品股份有限公司,1,4,6,5,8,7,1,,,,,,
0,博彦科技股份有限公司,7,5,5,3,4,5,,,,,,,
0,甘肃刚泰控股(集团)股份有限公司,5,4,7,5,3,10,4,,,,,,
0,佛山佛塑科技集团股份有限公司,6,4,8,6,5,2,4,,,,,,
0,丽江玉龙旅游股份有限公司,1,4,8,3,8,8,1,,,,,,
0,江苏华西村股份有限公司,3,4,3,7,3,7,2,,,,,,
0,浙江南都电源动力股份有限公司,6,4,3,8,3,7,5,,,,,,
0,浙江嘉化能源化工股份有限公司,5,6,10,5,8,8,3,,,,,,
0,万科企业股份有限公司,2,4,3,3,3,3,2,,,,,,
0,安徽水利开发股份有限公司,7,4,6,8,4,6,5,,,,,,
0,上海国际机场股份有限公司,1,4,7,5,7,6,1,,,,,,
0,华润三九医药股份有限公司,3,4,9,6,7,1,1,,,,,,
0,重庆渝开发股份有限公司,10,4,8,5,7,8,9,,,,,,
0,安徽省司尔特肥业股份有限公司,1,4,3,8,3,7,1,,,,,,
0,湖北兴发化工集团股份有限公司,9,6,7,9,10,2,9,,,,,,
0,万华化学集团股份有限公司,10,7,8,8,5,2,8,,,,,,
0,苏州新区高新技术产业股份有限公司,8,4,3,5,3,6,7,,,,,,
0,深圳市新纶科技股份有限公司,7,4,4,4,5,4,10,,,,,,
0,江苏金智科技股份有限公司,5,4,6,8,3,5,6,,,,,,
0,宁波热电股份有限公司,4,4,7,8,7,7,8,,,,,,
0,苏州方林科技股份有限公司,3,4,3,5,3,7,1,,,,,,
0,人福医药集团股份公司,5,5,3,5,3,4,4,,,,,,
0,上海浦东路桥建设股份有限公司,1,4,9,4,7,7,4,,,,,,
0,成都市新都化工股份有限公司,6,4,6,3,8,4,6,,,,,,
0,浙江万里扬股份有限公司,7,4,5,3,4,8,7,,,,,,
0,成都市兴蓉环境股份有限公司,4,4,4,8,4,7,4,,,,,,
1,彩虹集团公司,6,6,10,8,9,6,9,,,,,,
1,广西北部湾国际港务集团有限公司,6,4,6,6,6,5,9,,,,,,
1,海航机场控股(集团)有限公司,6,8,10,9,10,6,6,,,,,,
1,河南神火集团有限公司,6,9,7,6,4,8,10,,,,,,
1,湖南省高速公路建设开发总公司,1,4,10,6,10,10,4,,,,,,
1,华油天然气股份有限公司,1,6,9,9,3,6,10,,,,,,
1,淮北矿业股份有限公司,1,4,7,7,6,5,10,,,,,,
1,内蒙古鄂尔多斯羊绒集团有限责任公司,6,8,7,8,6,2,10,,,,,,
1,天脊煤化工集团股份有限公司,6,7,7,9,8,4,9,,,,,,
1,义马煤业集团股份有限公司,6,8,8,4,9,7,10,,,,,,
1,黄石哈特贝尔精密锻造有限公司,6,6,6,6,6,10,8,,,,,,
1,冀中能源邯郸矿业集团有限公司,6,6,6,6,8,4,8,,,,,,
1,柳州化工股份有限公司,6,4,9,8,9,7,10,,,,,,
1,内蒙古博源控股集团有限公司,6,8,6,3,6,5,9,,,,,,
1,内蒙古高新控股有限公司,1,10,6,6,10,10,5,,,,,,
1,宁夏上陵实业(集团)有限公司,5,8,6,6,3,7,6,,,,,,
1,三一集团有限公司,3,6,3,3,6,6,8,,,,,,
1,山西煤炭进出口集团有限公司,4,6,3,3,5,3,9,,,,,,
1,沈阳机床(集团)有限责任公司,7,6,3,3,3,2,10,,,,,,
1,四川省煤炭产业集团有限责任公司,2,8,6,6,6,6,10,,,,,,
1,太原重型机械集团有限公司,4,8,3,6,3,1,10,,,,,,
1,铁法煤业(集团)有限责任公司,2,7,10,9,9,2,10,,,,,,
1,铁岭新城投资控股股份有限公司,6,4,6,8,6,10,10,,,,,,
1,西部矿业集团有限公司,6,6,5,4,9,7,10,,,,,,
1,新疆生产建设兵团第六师国有资产经营有限责任公司,3,6,6,6,4,8,9,,,,,,
1,新汶矿业集团有限责任公司,6,4,10,10,10,8,10,,,,,,
1,徐工集团工程机械有限公司,5,6,5,9,8,2,9,,,,,,
1,远东控股集团有限公司,9,6,7,3,4,6,7,,,,,,
1,云南沃森生物技术股份有限公司,5,4,6,6,6,6,10,,,,,,
1,郑州煤炭工业(集团)有限责任公司,3,8,6,6,6,4,10,,,,,,
1,中国盐业总公司,7,6,6,6,6,5,9,,,,,,
1,中国冶金科工集团有限公司,5,6,6,4,5,2,6,,,,,,
1,安徽淮海实业发展集团有限公司,6,10,6,5,7,5,8,,,,,,
1,宝钢集团新疆八一钢铁有限公司,3,5,8,8,9,5,10,,,,,,
1,北京昊华能源股份有限公司,3,4,8,9,8,8,10,,,,,,
1,本钢板材股份有限公司,6,4,9,10,9,8,10,,,,,,
1,彬县煤炭有限责任公司,3,10,6,6,6,9,10,,,,,,
1,大同煤业股份有限公司,2,6,9,10,9,6,10,,,,,,
1,福建省轻纺(控股)有限责任公司,8,5,6,7,5,6,8,,,,,,
1,甘肃省国有资产投资集团有限公司,4,4,6,6,6,6,10,,,,,,
1,广东明阳风电产业集团有限公司,6,6,6,8,6,3,4,,,,,,
1,广东省广新控股集团有限公司,7,4,8,7,7,2,9,,,,,,
1,广梅汕铁路有限责任公司,8,6,8,9,10,8,9,,,,,,
1,广州市建设投资发展有限公司,6,6,10,7,10,9,5,,,,,,
1,贵州水城矿业股份有限公司,6,6,6,6,6,6,9,,,,,,
1,国奥投资发展有限公司,1,10,6,6,6,6,10,,,,,,
1,国电科技环保集团股份有限公司,5,6,10,9,9,6,,,,,,,
1,国广环球传媒控股有限公司,4,4,4,7,4,2,6,,,,,,
1,国家电投集团贵州金元股份有限公司,6,5,6,6,6,6,10,,,,,,
1,国投新集能源股份有限公司,5,6,9,8,8,6,10,,,,,,
1,哈尔滨投资集团有限责任公司,2,6,5,7,6,5,2,,,,,,
1,汉江水利水电(集团)有限责任公司,3,6,6,6,6,5,3,,,,,,
1,河南豫光金铅集团有限责任公司,1,10,3,6,8,9,8,,,,,,
1,陕西汽车集团有限责任公司,7,4,6,10,10,8,10,,,,,,
1,上海紫江企业集团股份有限公司,5,6,6,7,5,2,7,,,,,,
1,沈阳焦煤股份有限公司,4,6,8,9,9,6,8,,,,,,
1,天津钢管集团股份有限公司,7,10,5,7,6,4,9,,,,,,
1,永泰能源股份有限公司,8,7,6,6,6,6,4,,,,,,
1,浙江日月首饰集团有限公司,6,5,7,6,4,6,9,,,,,,
1,重庆化医控股(集团)公司,8,6,10,10,3,6,7,,,,,,
1,安徽省皖北煤电集团有限责任公司,4,4,6,6,6,3,10,,,,,,
1,北京利尔高温材料股份有限公司,4,6,4,3,6,3,10,,,,,,
1,保定天威保变电气股份有限公司,6,9,6,8,6,4,9,,,,,,
1,北京京城机电控股有限责任公司,2,4,6,7,5,2,9,,,,,,
1,广东肇庆星湖生物科技股份有限公司,10,8,3,3,6,5,10,,,,,,
1,广东志高空调有限公司,6,6,9,6,8,5,10,,,,,,
1,江苏中泰桥梁钢构股份有限公司,8,6,6,9,6,5,9,,,,,,
1,江西稀有金属钨业控股集团有限公司,4,10,9,8,8,7,9,,,,,,
1,绿地控股集团有限公司,10,5,3,6,5,6,7,,,,,,
1,平顶山天安煤业股份有限公司,6,7,6,6,10,6,10,,,,,,
1,山西兰花科技创业股份有限公司,4,6,7,8,8,6,9,,,,,,
1,山西煤炭运销集团有限公司,4,4,3,3,6,5,10,,,,,,
1,深圳市新南山控股(集团)股份有限公司,2,6,4,5,6,6,1,,,,,,
1,深圳市怡亚通供应链股份有限公司,9,6,6,6,6,1,6,,,,,,
1,云南煤业能源股份有限公司,4,4,6,9,6,9,10,,,,,,
1,中国昊华化工集团股份有限公司,2,6,6,6,6,6,9,,,,,,
1,福建圣农发展股份有限公司,2,6,9,4,9,6,9,,,,,,
1,阜新矿业(集团)有限责任公司,4,8,6,6,6,6,10,,,,,,
1,河南省国有资产控股运营集团有限公司,2,9,6,6,6,3,9,,,,,,
1,潞安新疆煤化工(集团)有限公司,6,6,6,6,6,8,10,,,,,,
1,上海美特斯邦威服饰股份有限公司,8,4,7,6,8,4,10,,,,,,
1,泰格林纸集团股份有限公司,6,6,6,9,6,2,10,,,,,,
1,阳城县阳泰集团实业有限公司,7,6,6,6,4,6,10,,,,,,
1,贵州轮胎股份有限公司,8,4,6,7,6,3,10,,,,,,
1,东莞勤上光电股份有限公司,3,4,6,4,7,6,4,,,,,,
1,广州毅昌科技股份有限公司,5,4,4,8,5,7,8,,,,,,
1,江苏阳光集团有限公司,2,7,9,4,8,2,2,,,,,,
1,江西正邦科技股份有限公司,3,4,8,4,3,1,3,,,,,,
1,庞大汽贸集团股份有限公司,10,4,5,9,6,4,8,,,,,,
1,软控股份有限公司,3,6,3,7,4,5,4,,,,,,
1,上海嘉麟杰纺织品股份有限公司,2,4,6,6,4,9,10,,,,,,
1,中利科技集团股份有限公司,9,10,9,8,9,4,6,,,,,,
1,洲际油气股份有限公司,9,10,8,3,8,10,10,,,,,,
1,广东东方锆业科技股份有限公司,9,6,3,3,3,6,10,,,,,,
1,好想你枣业股份有限公司,3,6,6,6,6,4,9,,,,,,
1,亚夏汽车股份有限公司,10,4,3,3,4,3,8,,,,,,
1,杭州前进齿轮箱集团股份有限公司,5,6,6,3,6,6,10,,,,,,
1,江苏鹿港文化股份有限公司,6,4,6,6,6,6,4,,,,,,
1,内蒙古包钢钢联股份有限公司,6,4,9,9,9,7,10,,,,,,
1,河南神火煤电股份有限公司,7,4,7,7,5,8,10,,,,,,
1,中国船舶燃料有限责任公司,1,10,10,9,8,1,4,,,,,,
1,湖南盈德气体有限公司,4,8,9,9,6,8,6,,,,,,
1,杨凌本香农业产业集团有限公司,6,6,6,6,6,6,2,,,,,,
1,浙江康盛股份有限公司,9,6,5,4,6,7,3,,,,,,
1,安源煤业集团股份有限公司,4,10,9,9,8,7,10,,,,,,
1,华锐风电科技(集团)股份有限公司,6,4,9,7,6,5,10,,,,,,
1,梦网荣信科技集团股份有限公司,4,4,5,4,5,3,2,,,,,,
1,南京钢铁股份有限公司,6,6,8,7,10,6,10,,,,,,
1,甘肃省敦煌种业股份有限公司,4,7,6,6,6,1,3,,,,,,
1,黑牛食品股份有限公司,2,6,6,6,6,5,10,,,,,,
1,柳州两面针股份有限公司,6,6,6,6,6,6,10,,,,,,
1,三江化工有限公司,6,9,10,9,10,6,9,,,,,,
1,唐山冀东水泥股份有限公司,6,5,9,6,9,6,10,,,,,,
1,新疆新鑫矿业股份有限公司,6,6,7,10,5,6,10,,,,,,
1,云天化集团有限责任公司,6,7,4,9,4,3,6,,,,,,
1,中粮屯河股份有限公司,6,5,9,9,9,1,6,,,,,,
1,鞍钢股份有限公司,2,4,8,10,9,7,10,,,,,,
1,福建三钢闽光股份有限公司,2,6,9,10,3,6,10,,,,,,
1,开滦能源化工股份有限公司,3,6,7,9,6,9,10,,,,,,
1,凌源钢铁股份有限公司,6,4,10,10,9,7,5,,,,,,
1,马鞍山钢铁股份有限公司,4,4,5,8,6,6,10,,,,,,
1,赛轮金宇集团股份有限公司,6,4,6,6,6,3,8,,,,,,
1,三维通信股份有限公司,6,4,6,6,3,2,6,,,,,,
1,盛和资源控股股份有限公司,3,6,9,10,8,6,10,,,,,,
1,苏宁云商集团股份有限公司,6,6,3,6,7,6,6,,,,,,
1,唐山三友化工股份有限公司,3,4,5,9,9,4,6,,,,,,
1,徐工集团工程机械股份有限公司,4,8,9,9,7,1,9,,,,,,
1,浙江景兴纸业股份有限公司,9,6,3,6,5,2,8,,,,,,
1,中国远洋控股股份有限公司,9,4,6,6,7,6,6,,,,,,
1,中海集装箱运输股份有限公司,10,4,9,8,8,5,10,,,,,,
1,中联重科股份有限公司,4,4,6,3,5,1,9,,,,,,
1,重庆钢铁股份有限公司,10,8,8,10,7,6,10,,,,,,
1,河南银鸽实业投资股份有限公司,8,4,5,4,7,3,5,,,,,,
1,华西能源工业股份有限公司,1,8,10,4,6,5,7,,,,,,
1,中国冶金科工股份有限公司,5,5,6,4,5,2,6,,,,,,
1,宝泰隆新材料股份有限公司,8,6,6,6,6,6,7,,,,,,
1,成都市新筑路桥机械股份有限公司,9,5,3,3,3,6,10,,,,,,
1,广西柳工机械股份有限公司,1,5,6,10,10,6,9,,,,,,
1,诺德投资股份有限公司,9,4,6,3,6,3,4,,,,,,
1,广晟有色金属股份有限公司,6,4,8,4,9,6,10,,,,,,
1,新疆天山水泥股份有限公司,5,6,5,8,4,1,10,,,,,,
1,江河创建集团股份有限公司,4,8,8,4,8,2,7,,,,,,
1,深圳市飞马国际供应链股份有限公司,10,6,6,6,6,9,6,,,,,,
1,西安隆基硅材料股份有限公司,8,6,7,8,5,6,1,,,,,,
1,北方华锦化学工业股份有限公司,1,4,9,6,9,10,5,,,,,,
1,河南中孚实业股份有限公司,10,9,10,8,6,7,10,,,,,,
1,广东东阳光科技控股股份有限公司,6,4,6,9,5,2,9,,,,,,
1,华仪电气股份有限公司,5,4,8,6,8,5,4,,,,,,
1,新疆中泰化学股份有限公司,9,8,6,10,9,6,8,,,,,,
1,岳阳林纸股份有限公司,7,4,8,9,8,3,10,,,,,,
1,中华企业股份有限公司,10,8,8,6,8,9,10,,,,,,
1,北京万通地产股份有限公司,6,4,6,6,9,6,9,,,,,,
1,苏州电器科学研究院股份有限公司,6,4,3,3,3,6,10,,,,,,
1,太原煤气化股份有限公司,6,10,10,9,5,6,10,,,,,,
1,中航重机股份有限公司,5,6,10,9,10,6,10,,,,,,
1,河南易成新能源股份有限公司,4,4,9,10,4,4,8,,,,,,
1,广州智光电气股份有限公司,8,4,3,3,3,1,3,,,,,,
1,太原重工股份有限公司,5,8,6,8,5,6,9,,,,,,
1,安琪酵母股份有限公司,1,4,3,6,3,2,2,,,,,,
1,苏州天沃科技股份有限公司,9,4,3,3,3,4,8,,,,,,
1,希努尔男装股份有限公司,3,6,6,3,6,2,4,,,,,,
0,泰州华信药业投资有限公司,10,10,6,6,6,10,6,,,,,,
0,联想控股股份有限公司,6,7,3,5,3,6,9,,,,,,
0,济宁矿业集团有限公司,7,7,8,8,9,8,10,,,,,,
0,湖北宜化集团有限责任公司,6,6,6,6,6,6,8,,,,,,
0,云南省国有资本运营有限公司,6,6,5,6,6,10,,,,,,,
0,广西物资集团有限责任公司,6,10,6,6,8,5,7,,,,,,
0,内蒙古伊泰集团有限公司,4,6,8,3,6,6,10,,,,,,
0,中城建第六工程局集团有限公司,7,6,6,6,6,8,5,,,,,,
0,江阴市新国联投资发展有限公司,6,6,6,6,6,10,3,,,,,,
0,山东王晁煤电集团有限公司,6,7,6,6,6,3,7,,,,,,
0,云南省公路开发投资有限责任公司,6,6,6,6,6,8,7,,,,,,
0,江苏中南建设集团股份有限公司,9,10,4,7,4,6,9,,,,,,
0,哈尔滨工业投资集团有限公司,6,6,6,6,6,3,10,,,,,,
0,保山市国有资产经营有限责任公司,6,6,6,7,10,8,7,,,,,,
0,国测地理信息科技产业园集团有限公司,6,6,6,6,6,8,7,,,,,,
0,郑州投资控股有限公司,6,7,6,6,6,1,9,,,,,,
0,中国轻工集团公司,3,9,5,6,6,3,4,,,,,,
0,海航旅游集团有限公司,6,6,6,6,6,2,5,,,,,,
0,新疆生产建设兵团建设工程(集团)有限责任公司,2,6,4,6,4,3,8,,,,,,
0,盈峰投资控股集团有限公司,4,6,10,3,8,2,4,,,,,,
0,新疆昌源水务集团有限公司,6,10,6,9,8,7,6,,,,,,
0,新疆生产建设兵团国有资产经营有限责任公司,6,10,6,6,6,2,7,,,,,,
0,上海北方企业(集团)有限公司,6,6,7,6,9,9,4,,,,,,
0,深圳市洪涛装饰股份有限公司,6,6,6,6,6,6,7,,,,,,
